Model,Task,Format,Backend,Inference_ID,Latency_ms,Accuracy
MobileNetV4-Small,Scale_Metrology,INT4,NPU,71,12.022,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,72,11.932,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,73,10.987,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,74,11.446,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,75,12.828,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,76,11.548,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,77,11.812,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,78,11.692,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,79,11.968,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,80,11.72,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,81,11.762,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,82,11.132,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,83,12.041,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,84,12.544,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,85,12.351,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,86,12.191,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,87,12.303,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,88,11.586,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,89,12.432,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,90,11.552,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,91,11.316,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,92,13.225,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,93,12.31,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,94,12.37,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,95,11.382,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,96,11.762,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,97,12.01,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,98,11.72,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,99,12.632,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,NPU,100,12.24,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,1,25.323,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,2,24.263,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,3,27.356,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,4,26.367,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,5,25.953,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,6,25.174,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,7,24.209,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,8,25.437,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,9,24.722,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,10,24.896,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,11,25.265,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,12,26.005,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,13,25.494,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,14,25.175,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,15,24.833,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,16,25.178,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,17,27.5,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,18,26.691,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,19,24.123,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,20,25.43,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,21,24.326,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,22,25.959,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,23,25.583,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,24,25.157,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,25,25.186,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,26,27.13,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,27,23.71,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,28,26.746,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,29,24.876,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,30,25.436,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,31,26.236,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,32,24.56,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,33,24.168,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,34,25.739,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,35,26.334,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,36,25.895,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,37,25.151,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,38,25.47,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,39,24.495,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,40,26.822,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,41,26.677,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,42,24.598,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,43,25.387,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,44,25.686,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,45,23.282,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,46,25.972,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,47,25.216,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,48,25.583,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,49,24.778,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,50,24.718,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,51,25.059,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,52,25.856,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,53,25.727,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,54,25.184,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,55,25.223,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,56,25.048,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,57,24.214,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,58,25.572,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,59,24.915,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,60,26.129,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,61,24.788,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,62,24.504,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,63,26.629,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,64,26.074,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,65,24.531,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,66,27.605,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,67,23.889,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,68,24.755,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,69,25.664,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,70,24.431,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,71,24.674,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,72,24.228,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,73,24.262,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,74,25.244,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,75,26.73,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,76,25.43,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,77,25.923,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,78,25.282,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,79,27.886,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,80,25.245,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,81,26.176,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,82,26.137,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,83,23.738,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,84,23.483,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,85,26.541,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,86,23.651,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,87,24.65,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,88,25.4,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,89,25.705,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,90,25.199,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,91,26.758,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,92,25.053,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,93,25.477,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,94,26.389,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,95,25.793,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,96,25.962,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,97,25.109,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,98,25.666,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,99,25.646,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,GPU,100,25.248,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,1,426.887,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,2,406.563,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,3,384.648,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,4,404.127,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,5,420.145,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,6,398.929,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,7,422.502,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,8,396.795,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,9,417.121,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,10,425.53,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,11,396.838,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,12,420.411,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,13,408.383,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,14,415.261,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,15,391.823,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,16,419.731,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,17,402.98,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,18,433.753,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,19,415.844,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,20,400.225,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,21,409.3,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,22,417.584,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,23,414.535,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,24,426.271,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,25,409.813,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,26,430.863,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,27,386.536,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,28,427.436,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,29,420.035,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,30,438.849,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,31,397.737,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,32,404.593,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,33,400.797,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,34,410.33,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,35,377.985,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,36,382.212,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,37,390.349,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,38,421.201,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,39,417.617,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,40,401.892,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,41,429.271,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,42,421.33,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,43,405.757,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,44,421.266,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,45,444.638,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,46,429.971,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,47,431.821,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,48,418.075,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,49,424.223,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,50,407.33,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,51,420.584,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,52,397.718,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,53,409.444,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,54,404.209,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,55,423.305,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,56,432.58,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,57,421.471,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,58,426.853,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,59,385.949,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,60,402.492,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,61,392.153,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,62,430.251,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,63,408.714,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,64,427.724,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,65,404.961,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,66,385.75,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,67,409.985,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,68,415.178,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,69,380.356,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,70,420.505,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,71,434.277,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,72,406.725,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,73,397.391,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,74,421.805,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,75,376.619,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,76,437.391,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,77,403.437,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,78,403.861,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,79,415.238,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,80,406.411,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,81,400.47,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,82,403.825,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,83,369.249,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,84,421.262,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,85,430.362,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,86,438.239,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,87,427.314,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,88,411.04,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,89,428.04,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,90,431.344,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,91,411.292,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,92,405.968,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,93,413.267,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,94,376.136,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,95,428.938,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,96,431.374,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,97,454.819,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,98,415.865,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,99,444.144,79.87%
MobileNetV4-Small,Scale_Metrology,INT4,CPU,100,412.909,79.87%
